ra,dec,parallax,source_id,phot_g_mean_mag,bp_rp,ticid,tmag,dist
31.81207110415976,-88.83388168814996,5.431188961356713,4612003506707367296,10.845079,0.7840128,257738202,10.38,2.3207781274134065e-05
40.47208720024688,-88.43416566008425,6.381396888619205,4612019002949328384,11.170451,0.91484165,302994978,10.65,3.6083179875151544e-05
31.695820617270538,-88.58407212800422,11.612955916703347,4612022645081609472,9.792135,0.87948513,274228124,9.3,0.00020445594753166403
8.46710579515293,-88.6220622603855,9.672240788205967,4612045803545430144,9.209379,0.72073555,410306905,8.81,4.6847618059091395e-05
26.89941285329999,-87.99564323611072,2.9907520966653633,4612104726199385088,11.5990505,1.2387753,394758096,10.88,7.725280162201205e-05
29.787936583964154,-87.95048364157563,11.102072903781504,4612106207962881024,11.045222,1.2056808,274226401,10.35,2.6264281769382537e-05
52.426578755507485,-88.24624622133805,15.449269106484515,4612119260368658304,8.098054,0.84778404,267194964,7.63,0.00011986334539135442
50.327845903301416,-88.08061072197648,8.343384857365832,4612124483048703360,10.538206,0.8719969,267168728,10.12,0.00017664462074398887
42.20786054687152,-87.65401786988684,5.385263564504204,4612219354583609344,9.282196,0.6133833,274034106,8.93,0.00012078875175386299
44.55656368002249,-87.32079481024485,13.05837892584077,4612242100730278272,8.156453,0.6569686,274035506,7.8,2.125136128757533e-05
65.32629632340364,-87.81265345612606,17.66405747856753,4612340365290041344,7.3849845,0.61615324,317383399,7.06,7.363114750814948e-05
75.41088082646773,-87.39125921791468,0.943528382593094,4612367410695754368,9.016115,1.78121,410404354,8.04,3.7350418003112395e-05
79.70653928453856,-86.9511378077858,16.857598850630993,4612451007939131520,14.089381,2.6684942,410406122,12.78,0.0002483860174778967
70.6912742638832,-86.96017470355616,8.466722477663627,4612490968314759040,10.690139,0.91922283,323443630,10.17,8.40458546279554e-05
65.15678540018321,-87.03971947386347,4.913173698665387,4612578237754338560,10.405366,0.8254509,317383180,9.95,3.559222923022437e-05
61.51397512768637,-87.01768376913344,7.148634674274975,4612592432622298368,10.318943,0.7675953,317337001,9.9,2.7540045384674152e-05
52.906007243226775,-87.3384218700392,4.24065752851341,4612603015421891840,9.199926,0.37930965,435868702,8.98,2.2263100963436864e-05
57.69871515267213,-86.70546560982956,9.564551331753645,4612648438995818880,13.923259,2.3269281,317325962,12.75,0.00020160628101981805
